"Id","Name","Subject","Marks","Specs"
20557,"Mary","Mathematics",44,"major"
20558,"David","Arts",44,"minor"
20559,"Carlos","Arts",98,"minor"
20560,"Amit","History",65,"major"
20561,"Chris","Arts",65,"major"
20562,"Amit","Arts",65,"minor"
20563,"Carlos","Biology",98,"minor"
20564,"Chris","History",98,"major"
20565,"Subir","Mathematics",100,"major"
20566,"Mary","Mathematics",65,"minor"
20567,"Carlos","History",65,"minor"
20568,"Amit","Biology",98,"minor"
20569,"John","Physics",98,"minor"
20570,"Mary","Mathematics",100,"major"
20571,"David","Physics",65,"minor"
20572,"Carlos","History",44,"minor"
20573,"Carlos","Biology",98,"minor"
20574,"David","History",98,"minor"
20575,"Carlos","Mathematics",100,"major"
20576,"Subir","History",65,"major"
20577,"Amit","Physics",98,"major"
20578,"Amit","Biology",98,"minor"
20579,"John","Arts",100,"minor"
20580,"John","Physics",98,"major"
20581,"Mary","Biology",44,"major"
20582,"Amit","Biology",98,"major"
20583,"David","Physics",98,"minor"
20584,"Subir","Biology",65,"major"
20585,"David","Mathematics",98,"major"
20586,"John","Biology",65,"minor"
20587,"Carlos","Arts",98,"major"
20588,"Mary","Physics",44,"major"
20589,"Chris","Biology",100,"minor"
20590,"John","Mathematics",65,"minor"
20591,"Carlos","Mathematics",100,"minor"
20592,"John","Biology",65,"minor"
20593,"Subir","Arts",98,"minor"
20594,"Mary","History",98,"minor"
20595,"Chris","Biology",44,"minor"
20596,"David","History",44,"minor"
20597,"Amit","Mathematics",44,"minor"
20598,"Amit","Mathematics",65,"minor"
20599,"David","Biology",98,"minor"
20600,"Chris","History",65,"major"
20601,"Subir","History",98,"major"
20602,"Subir","History",44,"major"
20603,"Subir","Biology",100,"minor"
20604,"David","Arts",44,"minor"
20605,"John","History",44,"major"
20606,"Carlos","History",100,"minor"
20607,"Carlos","Physics",65,"minor"
20608,"Amit","History",98,"minor"
20609,"John","Physics",65,"minor"
20610,"Amit","History",65,"major"
20611,"David","Physics",65,"minor"
20612,"Subir","Physics",98,"major"
20613,"Subir","Arts",100,"major"
20614,"Mary","Biology",98,"minor"
20615,"Carlos","Biology",100,"minor"
20616,"David","Biology",65,"minor"
20617,"Subir","History",44,"minor"
20618,"John","History",98,"major"
20619,"Chris","Biology",98,"minor"
20620,"David","Arts",100,"minor"
20621,"Mary","Arts",100,"major"
20622,"John","History",100,"major"
20623,"Subir","Biology",98,"minor"
20624,"Chris","Physics",98,"major"
20625,"Amit","Arts",44,"major"
20626,"Subir","History",44,"major"
20627,"Amit","Mathematics",65,"minor"
20628,"Carlos","Mathematics",65,"minor"
20629,"John","Biology",65,"major"
20630,"Carlos","Mathematics",100,"minor"
20631,"Subir","Biology",65,"minor"
20632,"Mary","Physics",65,"major"
20633,"Mary","Mathematics",98,"minor"
20634,"Carlos","Physics",98,"major"
20635,"Mary","Mathematics",44,"minor"
20636,"David","Mathematics",65,"major"
20637,"Chris","Biology",44,"minor"
20638,"Carlos","History",100,"major"
20639,"Carlos","Mathematics",65,"major"
20640,"Subir","Biology",100,"minor"
20641,"Carlos","Physics",44,"minor"
20642,"Mary","Physics",100,"major"
20643,"Chris","Physics",44,"minor"
20644,"Chris","Mathematics",98,"major"
20645,"Subir","Biology",98,"major"
20646,"Carlos","History",65,"minor"
20647,"Carlos","Mathematics",44,"minor"
20648,"Chris","History",100,"minor"
20649,"Chris","Biology",65,"major"
20650,"Chris","Mathematics",65,"major"
20651,"Amit","History",100,"minor"
20652,"John","Mathematics",98,"major"
20653,"David","Arts",98,"major"
20654,"Amit","Mathematics",100,"major"
20655,"Mary","Biology",98,"major"
20656,"John","Physics",100,"minor"
20657,"David","Arts",98,"major"
20658,"Chris","Physics",44,"minor"
20659,"John","Physics",100,"minor"
20660,"Amit","History",100,"major"
20661,"Mary","Arts",98,"minor"
20662,"Carlos","Mathematics",44,"major"
20663,"Amit","Mathematics",44,"major"
20664,"David","Biology",65,"major"
20665,"Amit","Biology",44,"major"
20666,"Subir","Biology",44,"major"
20667,"Amit","Biology",100,"major"
20668,"Chris","Arts",65,"minor"
20669,"Amit","History",98,"major"
20670,"David","Arts",65,"minor"
20671,"Mary","Arts",100,"major"
20672,"Subir","Physics",65,"major"
20673,"Chris","Mathematics",100,"major"
20674,"John","Biology",98,"minor"
20675,"David","Arts",100,"minor"
20676,"David","History",100,"minor"
20677,"John","Arts",65,"minor"
20678,"David","Biology",44,"major"
20679,"Amit","Arts",44,"major"
20680,"Chris","History",98,"minor"
20681,"Subir","Physics",44,"major"
20682,"Mary","History",65,"major"
20683,"Chris","Mathematics",98,"minor"
20684,"John","Biology",100,"major"
20685,"Subir","Physics",98,"major"
20686,"David","Biology",44,"minor"
20687,"Amit","Biology",65,"major"
20688,"Carlos","Mathematics",44,"major"
20689,"Subir","Arts",44,"minor"
20690,"Chris","Arts",44,"minor"
20691,"Mary","Mathematics",100,"minor"
20692,"John","Arts",44,"major"
20693,"Subir","Physics",65,"major"
20694,"Subir","History",65,"minor"
20695,"Amit","Biology",44,"major"
20696,"Carlos","Arts",98,"major"
20697,"Chris","History",65,"major"
20698,"John","Biology",65,"minor"
20699,"Amit","Mathematics",100,"minor"
20700,"Carlos","Arts",65,"major"
20701,"Mary","Biology",98,"major"
20702,"John","Physics",98,"major"
20703,"Mary","Mathematics",65,"minor"
20704,"Amit","Biology",98,"minor"
20705,"Mary","History",98,"major"
20706,"Mary","History",44,"minor"
20707,"John","History",100,"major"
20708,"Chris","Arts",98,"major"
20709,"John","Physics",100,"minor"
20710,"John","History",98,"major"
20711,"Amit","History",100,"minor"
20712,"David","Arts",98,"major"
20713,"Amit","History",100,"major"
20714,"Subir","Physics",98,"minor"
20715,"Carlos","Arts",98,"minor"
20716,"Carlos","Arts",98,"major"
20717,"David","Physics",100,"major"
20718,"David","Biology",98,"minor"
20719,"Carlos","Mathematics",100,"minor"
20720,"Mary","Physics",100,"minor"
20721,"Subir","History",100,"minor"
20722,"Carlos","Physics",100,"major"
20723,"Amit","Biology",65,"major"
20724,"Amit","Mathematics",65,"major"
20725,"Carlos","History",65,"major"
20726,"Carlos","History",98,"minor"
20727,"David","Biology",65,"major"
20728,"Carlos","Biology",100,"major"
20729,"David","Arts",98,"major"
20730,"David","Mathematics",98,"minor"
20731,"Carlos","Mathematics",100,"minor"
20732,"Mary","Biology",98,"major"
20733,"David","History",65,"minor"
20734,"John","History",100,"major"
20735,"Carlos","Physics",98,"minor"
20736,"Chris","Arts",65,"minor"
20737,"Subir","Arts",98,"minor"
20738,"Chris","Arts",65,"minor"
20739,"John","Biology",98,"major"
20740,"Subir","Mathematics",98,"major"
20741,"David","History",98,"major"
20742,"Amit","Biology",44,"minor"
20743,"Chris","Arts",98,"minor"
20744,"David","History",65,"major"
20745,"John","History",98,"minor"
20746,"Subir","Physics",44,"major"
20747,"Chris","Arts",65,"major"
20748,"Chris","Arts",100,"minor"
20749,"John","Physics",100,"major"
20750,"Carlos","History",100,"minor"
20751,"Subir","Mathematics",65,"minor"
20752,"Subir","Biology",65,"minor"
20753,"John","Physics",98,"minor"
20754,"David","Physics",65,"major"
20755,"John","Physics",65,"minor"
20756,"Chris","Mathematics",44,"minor"
20757,"John","Mathematics",44,"major"
20758,"Mary","Biology",98,"major"
20759,"Amit","Biology",98,"major"
20760,"Mary","History",44,"minor"
20761,"John","Mathematics",98,"minor"
20762,"Carlos","Biology",65,"minor"
20763,"Chris","Biology",44,"minor"
20764,"Mary","Arts",100,"minor"
20765,"Mary","Arts",100,"minor"
20766,"John","History",44,"major"
20767,"John","Biology",100,"major"
20768,"Amit","Physics",98,"major"
20769,"Amit","Biology",44,"minor"
20770,"David","Mathematics",100,"major"
20771,"Amit","Biology",44,"major"
20772,"Carlos","Biology",98,"major"
20773,"Amit","History",98,"minor"
20774,"Subir","History",100,"minor"
20775,"John","History",100,"major"
20776,"John","Mathematics",44,"major"
20777,"Mary","Biology",44,"minor"
20778,"Mary","Mathematics",98,"major"
20779,"Carlos","Physics",100,"major"
20780,"David","Mathematics",100,"major"
20781,"Subir","Biology",65,"minor"
20782,"Subir","History",98,"major"
20783,"John","Biology",100,"minor"
20784,"Mary","Mathematics",44,"major"
20785,"Amit","Arts",100,"minor"
20786,"Carlos","Mathematics",100,"minor"
20787,"David","Arts",98,"minor"
20788,"Mary","Mathematics",65,"minor"
20789,"David","Arts",100,"minor"
20790,"Carlos","History",65,"major"
20791,"John","Mathematics",100,"minor"
20792,"Subir","Biology",44,"minor"
20793,"John","Biology",100,"major"
20794,"David","Physics",100,"minor"
20795,"Chris","History",65,"major"
20796,"Amit","History",98,"minor"
20797,"Subir","Physics",44,"major"
20798,"Subir","Physics",100,"minor"
20799,"Chris","Physics",65,"minor"
20800,"Subir","Arts",44,"minor"
20801,"Amit","Physics",98,"minor"
20802,"Mary","Arts",65,"minor"
20803,"John","Biology",98,"minor"
20804,"Mary","Physics",98,"minor"
20805,"David","Physics",65,"minor"
20806,"David","Physics",98,"minor"
20807,"David","History",44,"minor"
20808,"Carlos","Biology",44,"major"
20809,"Subir","History",98,"major"
20810,"Amit","Mathematics",98,"minor"
20811,"Carlos","Physics",44,"minor"
20812,"Subir","Biology",100,"minor"
20813,"Carlos","Mathematics",65,"minor"
20814,"Chris","History",65,"minor"
20815,"David","History",100,"minor"
20816,"Carlos","Arts",65,"minor"
20817,"Chris","Arts",100,"major"
20818,"David","Mathematics",44,"major"
20819,"Subir","Mathematics",98,"major"
20820,"Subir","Arts",65,"major"
20821,"Carlos","Biology",65,"major"
20822,"John","History",100,"major"
20823,"David","Biology",100,"major"
20824,"John","Arts",44,"minor"
20825,"Subir","Mathematics",98,"major"
20826,"John","Arts",44,"minor"
20827,"Chris","History",100,"minor"
20828,"Chris","Arts",98,"major"
20829,"Mary","Arts",65,"minor"
20830,"Mary","Biology",98,"minor"
20831,"Amit","Arts",100,"major"
20832,"Carlos","History",65,"major"
20833,"Subir","Arts",65,"minor"
20834,"John","Biology",65,"minor"
20835,"Subir","History",65,"major"
20836,"Carlos","Physics",44,"major"
20837,"Subir","History",44,"major"
20838,"Carlos","Arts",44,"major"
20839,"John","Physics",44,"major"
20840,"Amit","Physics",44,"minor"
20841,"Carlos","Arts",44,"minor"
20842,"Mary","Biology",100,"major"
20843,"Subir","Arts",44,"major"
20844,"Carlos","Biology",65,"minor"
20845,"David","Mathematics",65,"major"
20846,"Subir","Physics",100,"major"
20847,"Chris","Arts",100,"minor"
20848,"Subir","Physics",98,"minor"
20849,"Subir","Biology",98,"minor"
20850,"Mary","Arts",100,"minor"
20851,"John","Mathematics",65,"major"
20852,"Amit","History",100,"major"
20853,"Subir","Physics",100,"minor"
20854,"David","Mathematics",98,"major"
20855,"Subir","Biology",44,"major"
20856,"David","Biology",100,"major"
20857,"John","Physics",100,"major"
20858,"David","Physics",44,"major"
20859,"Chris","Arts",98,"minor"
20860,"Amit","Arts",65,"minor"
20861,"Mary","History",100,"major"
20862,"Subir","Mathematics",65,"major"
20863,"Amit","Physics",44,"major"
20864,"John","History",100,"minor"
20865,"Chris","History",44,"major"
20866,"Carlos","Mathematics",100,"minor"
20867,"Carlos","Physics",100,"minor"
20868,"Carlos","Mathematics",65,"minor"
20869,"Carlos","Physics",98,"minor"
20870,"John","Mathematics",44,"minor"
20871,"Subir","Physics",65,"major"
20872,"John","Arts",98,"major"
20873,"Chris","Physics",100,"major"
20874,"Chris","Biology",98,"major"
20875,"Subir","Biology",44,"major"
20876,"Carlos","Physics",100,"minor"
20877,"Amit","History",44,"minor"
20878,"Chris","History",100,"minor"
20879,"David","Biology",44,"minor"
20880,"Carlos","Mathematics",100,"minor"
20881,"John","Physics",100,"minor"
20882,"Subir","Arts",65,"major"
20883,"Carlos","History",98,"major"
20884,"Amit","History",100,"minor"
20885,"Carlos","History",100,"minor"
20886,"John","Biology",100,"major"
20887,"Carlos","Arts",44,"minor"
20888,"Chris","Physics",100,"minor"
20889,"John","Biology",100,"minor"
20890,"Mary","Mathematics",98,"major"
20891,"Chris","Physics",98,"major"
20892,"David","Mathematics",65,"major"
20893,"Chris","Biology",100,"major"
20894,"Mary","Mathematics",44,"minor"
20895,"John","Arts",100,"minor"
20896,"David","Mathematics",44,"major"
20897,"Carlos","Mathematics",100,"minor"
20898,"John","Mathematics",98,"minor"
20899,"Mary","Biology",44,"major"
20900,"Mary","History",44,"major"
20901,"Subir","Arts",98,"minor"
20902,"Carlos","History",44,"minor"
20903,"David","Biology",98,"major"
20904,"John","History",65,"minor"
20905,"David","Mathematics",65,"major"
20906,"Mary","Mathematics",100,"major"
20907,"Mary","Mathematics",65,"minor"
20908,"Chris","Mathematics",44,"minor"
20909,"Chris","Arts",100,"major"
20910,"David","Physics",65,"minor"
20911,"Chris","History",98,"minor"
20912,"Amit","Mathematics",65,"minor"
20913,"John","History",44,"minor"
20914,"Carlos","Arts",100,"major"
20915,"John","Biology",65,"minor"
20916,"Subir","Mathematics",100,"minor"
20917,"Mary","Arts",65,"major"
20918,"Mary","History",100,"major"
20919,"John","Arts",65,"minor"
20920,"David","History",44,"minor"
20921,"Subir","Physics",65,"major"
20922,"Amit","Physics",65,"major"
20923,"John","Arts",65,"minor"
20924,"Carlos","History",44,"major"
20925,"Amit","Physics",44,"major"
20926,"Chris","History",65,"minor"
20927,"Subir","Arts",65,"major"
20928,"David","Mathematics",100,"major"
20929,"Subir","History",98,"minor"
20930,"Carlos","Mathematics",100,"minor"
20931,"Mary","History",98,"minor"
20932,"Carlos","History",98,"minor"
20933,"Subir","Mathematics",98,"minor"
20934,"David","History",65,"major"
20935,"David","Biology",98,"major"
20936,"Subir","Mathematics",44,"major"
20937,"John","Physics",44,"major"
20938,"Mary","Mathematics",100,"minor"
20939,"Carlos","Mathematics",100,"minor"
20940,"David","Physics",100,"major"
20941,"John","History",100,"minor"
20942,"Subir","History",44,"minor"
20943,"Amit","Physics",44,"minor"
20944,"Amit","Physics",98,"minor"
20945,"David","Biology",65,"minor"
20946,"Amit","Biology",65,"minor"
20947,"David","Biology",98,"minor"
20948,"Carlos","Biology",98,"minor"
20949,"David","Biology",100,"major"
20950,"John","Mathematics",100,"minor"
20951,"John","Biology",65,"major"
20952,"David","Arts",98,"minor"
20953,"John","History",100,"major"
20954,"Subir","Mathematics",65,"major"
20955,"Carlos","History",44,"minor"
20956,"David","Arts",44,"major"
20957,"Chris","Biology",65,"minor"
20958,"Carlos","Biology",65,"minor"
20959,"Chris","Biology",65,"major"
20960,"John","Biology",65,"major"
20961,"David","Physics",65,"major"
20962,"Subir","Biology",98,"major"
20963,"Subir","History",65,"minor"
20964,"Carlos","Biology",44,"major"
20965,"Mary","Physics",98,"minor"
20966,"Amit","History",100,"major"
20967,"John","Biology",65,"minor"
20968,"John","Biology",44,"major"
20969,"Amit","Biology",98,"major"
20970,"Subir","History",98,"minor"
20971,"Subir","Mathematics",65,"minor"
20972,"Subir","Mathematics",65,"major"
20973,"Carlos","Mathematics",65,"minor"
20974,"Subir","History",65,"major"
20975,"John","Arts",65,"minor"
20976,"Chris","History",100,"minor"
20977,"Mary","Biology",100,"minor"
20978,"David","History",100,"minor"
20979,"Subir","Physics",100,"major"
20980,"Mary","Mathematics",98,"major"
20981,"Carlos","Physics",44,"minor"
20982,"Chris","Arts",100,"minor"
20983,"Carlos","History",44,"major"
20984,"David","Biology",44,"minor"
20985,"Subir","Mathematics",65,"minor"
20986,"Amit","Mathematics",65,"minor"
20987,"John","Physics",100,"major"
20988,"David","History",100,"minor"
20989,"Subir","Mathematics",100,"major"
20990,"John","Mathematics",98,"major"
20991,"Chris","Arts",44,"minor"
20992,"Chris","Biology",98,"minor"
20993,"Amit","History",44,"major"
20994,"John","Arts",65,"minor"
20995,"John","Biology",98,"minor"
20996,"Mary","Mathematics",44,"minor"
20997,"Chris","Mathematics",100,"minor"
20998,"Carlos","Biology",98,"minor"
20999,"Subir","History",44,"major"
21000,"Amit","Physics",100,"minor"
21001,"David","Biology",100,"minor"
21002,"John","Physics",100,"minor"
21003,"Amit","History",65,"major"
21004,"Mary","Physics",98,"minor"
21005,"John","Physics",98,"major"
21006,"David","Physics",44,"minor"
21007,"John","Physics",44,"major"
21008,"David","Biology",100,"minor"
21009,"Carlos","Biology",100,"minor"
21010,"Amit","Mathematics",65,"major"
21011,"John","Biology",98,"major"
21012,"John","Biology",65,"major"
21013,"Carlos","Mathematics",98,"minor"
21014,"Mary","Physics",44,"major"
21015,"Amit","History",44,"minor"
21016,"Amit","Biology",98,"minor"
21017,"John","Biology",98,"major"
21018,"Subir","Biology",44,"major"
21019,"John","Biology",98,"minor"
21020,"Mary","Physics",65,"major"
21021,"John","Physics",65,"minor"
21022,"Mary","Biology",98,"minor"
21023,"Mary","Arts",98,"major"
21024,"Subir","Mathematics",98,"major"
21025,"Amit","Mathematics",44,"major"
21026,"Amit","Physics",44,"major"
21027,"John","Mathematics",44,"minor"
21028,"Subir","Biology",98,"major"
21029,"John","Biology",44,"major"
21030,"Subir","Mathematics",44,"minor"
21031,"Amit","Biology",44,"minor"
21032,"David","History",98,"major"
21033,"David","Biology",44,"minor"
21034,"David","Arts",98,"minor"
21035,"Subir","Mathematics",44,"minor"
21036,"Carlos","Mathematics",98,"minor"
21037,"David","Mathematics",100,"major"
21038,"John","History",65,"major"
21039,"Carlos","History",44,"minor"
21040,"Chris","Mathematics",100,"major"
21041,"David","Biology",44,"minor"
21042,"Chris","Arts",100,"minor"
21043,"Subir","Mathematics",44,"major"
21044,"John","Biology",100,"minor"
21045,"Chris","Biology",44,"minor"
21046,"John","History",44,"major"
21047,"Chris","Physics",98,"minor"
21048,"Mary","History",44,"major"
21049,"Carlos","Biology",44,"major"
21050,"David","Mathematics",98,"major"
21051,"Amit","History",44,"major"
21052,"Mary","History",98,"major"
21053,"John","Mathematics",44,"minor"
21054,"David","Arts",44,"major"
21055,"Chris","Physics",98,"major"
21056,"John","History",98,"minor"
21057,"Amit","Biology",65,"major"
21058,"Carlos","Arts",100,"minor"
21059,"Chris","Mathematics",98,"major"
21060,"Chris","History",65,"minor"
21061,"Carlos","Mathematics",98,"minor"
21062,"Amit","Biology",98,"major"
21063,"Amit","Arts",65,"minor"
21064,"Chris","Physics",100,"minor"
21065,"Chris","Biology",44,"major"
21066,"John","Physics",44,"minor"
21067,"Carlos","Mathematics",98,"minor"
21068,"Subir","Biology",65,"major"
21069,"Subir","Arts",65,"major"
21070,"Carlos","History",98,"major"
21071,"John","Physics",65,"minor"
21072,"Subir","Mathematics",98,"major"
21073,"Mary","Biology",65,"major"
21074,"John","History",44,"major"
21075,"Chris","History",98,"major"
21076,"David","Arts",98,"major"
21077,"David","Physics",98,"minor"
21078,"Carlos","Arts",100,"minor"
21079,"Mary","Biology",98,"major"
21080,"Carlos","Physics",98,"minor"
21081,"Amit","Biology",65,"major"
21082,"Carlos","Mathematics",100,"major"
21083,"John","Mathematics",44,"major"
21084,"Mary","History",100,"major"
21085,"Amit","Physics",98,"major"
21086,"Subir","Arts",65,"minor"
21087,"Amit","Physics",100,"major"
21088,"John","Biology",98,"major"
21089,"Amit","Mathematics",65,"major"
21090,"Mary","Physics",44,"minor"
21091,"Subir","Mathematics",98,"minor"
21092,"John","Arts",44,"major"
21093,"Carlos","Mathematics",100,"major"
21094,"Amit","Physics",98,"minor"
21095,"John","Physics",100,"major"
21096,"Mary","Mathematics",98,"major"
21097,"Chris","Physics",98,"major"
21098,"Mary","Mathematics",100,"major"
21099,"Mary","History",65,"major"
21100,"Amit","History",100,"minor"
21101,"Chris","Biology",65,"major"
21102,"Subir","Biology",44,"minor"
21103,"John","Mathematics",44,"major"
21104,"Amit","Physics",44,"major"
21105,"Subir","Arts",100,"major"
21106,"Amit","Physics",44,"major"
21107,"Amit","History",44,"minor"
21108,"Subir","History",65,"minor"
21109,"Mary","Arts",65,"minor"
21110,"John","Biology",65,"minor"
21111,"Mary","Arts",98,"major"
21112,"Mary","Mathematics",100,"major"
21113,"Chris","Arts",100,"major"
21114,"David","Physics",100,"minor"
21115,"Mary","Mathematics",44,"minor"
21116,"Carlos","Mathematics",100,"minor"
21117,"Mary","Physics",65,"minor"
21118,"Amit","Physics",98,"major"
21119,"Chris","Biology",98,"major"
21120,"John","History",100,"minor"
21121,"Amit","Biology",98,"major"
21122,"Carlos","Mathematics",98,"major"
21123,"Amit","Arts",65,"major"
21124,"Subir","Physics",98,"minor"
21125,"David","History",65,"minor"
21126,"David","Mathematics",44,"major"
21127,"Amit","Physics",65,"major"
21128,"Subir","Biology",98,"major"
21129,"Carlos","History",98,"minor"
21130,"Amit","Arts",44,"major"
21131,"Chris","Biology",98,"major"
21132,"Amit","History",65,"major"
21133,"Chris","Physics",65,"major"
21134,"David","Arts",65,"major"
21135,"Mary","Physics",98,"major"
21136,"Amit","History",65,"major"
21137,"John","Mathematics",100,"minor"
21138,"David","Physics",98,"minor"
21139,"Chris","Arts",65,"minor"
21140,"Subir","Arts",65,"major"
21141,"Mary","Arts",44,"major"
21142,"John","History",65,"minor"
21143,"Mary","History",44,"major"
21144,"Carlos","Biology",65,"major"
21145,"Amit","History",65,"major"
21146,"John","History",98,"minor"
21147,"Carlos","Arts",44,"major"
21148,"Chris","Arts",98,"minor"
21149,"Chris","Arts",65,"major"
21150,"Subir","Arts",44,"major"
21151,"Amit","History",65,"major"
21152,"Subir","Mathematics",65,"major"
21153,"Amit","Physics",100,"minor"
21154,"John","Mathematics",44,"minor"
21155,"John","Biology",65,"major"
21156,"Subir","Biology",44,"minor"
21157,"Chris","History",44,"major"
21158,"Amit","Mathematics",98,"minor"
21159,"John","Arts",100,"minor"
21160,"Carlos","History",44,"major"
21161,"David","Physics",100,"minor"
21162,"Chris","History",65,"minor"
21163,"David","History",98,"major"
21164,"Carlos","Biology",44,"major"
21165,"John","Physics",98,"minor"
21166,"Carlos","Arts",98,"major"
21167,"John","Mathematics",98,"major"
21168,"Mary","Arts",98,"minor"
21169,"Mary","Mathematics",100,"minor"
21170,"Chris","Mathematics",44,"minor"
21171,"Chris","Biology",65,"minor"
21172,"John","Mathematics",44,"minor"
21173,"David","History",44,"minor"
21174,"Carlos","Mathematics",98,"minor"
21175,"Mary","History",98,"minor"
21176,"John","Biology",44,"major"
21177,"Mary","Arts",100,"minor"
21178,"Chris","Physics",65,"major"
21179,"Carlos","History",65,"major"
21180,"Chris","Mathematics",65,"major"
21181,"Mary","History",98,"minor"
21182,"David","Mathematics",65,"minor"
21183,"Mary","Physics",44,"minor"
21184,"Chris","Physics",65,"major"
21185,"Carlos","Biology",65,"minor"
21186,"Carlos","Biology",100,"minor"
21187,"Subir","Arts",65,"minor"
21188,"Chris","Mathematics",98,"minor"
21189,"Carlos","History",98,"major"
21190,"Carlos","Physics",98,"minor"
21191,"Carlos","Arts",100,"minor"
21192,"Subir","History",65,"major"
21193,"Amit","Biology",65,"major"
21194,"Chris","History",44,"major"
21195,"Carlos","Biology",44,"minor"
21196,"John","Physics",98,"minor"
21197,"Subir","Mathematics",98,"major"
21198,"Carlos","History",98,"major"
21199,"Subir","Arts",44,"major"
21200,"John","Mathematics",100,"major"
21201,"Mary","Arts",100,"major"
21202,"Amit","Biology",98,"minor"
21203,"Subir","Arts",44,"minor"
21204,"John","Biology",100,"major"
21205,"Amit","History",98,"minor"
21206,"Carlos","History",44,"minor"
21207,"Mary","Mathematics",65,"major"
21208,"Subir","Biology",100,"minor"
21209,"John","Arts",65,"major"
21210,"Carlos","Biology",100,"minor"
21211,"Carlos","History",65,"minor"
21212,"Carlos","History",100,"minor"
21213,"John","Arts",65,"minor"
21214,"Mary","Biology",44,"major"
21215,"Carlos","Arts",44,"minor"
21216,"Carlos","Biology",65,"minor"
21217,"John","History",65,"minor"
21218,"Carlos","Mathematics",100,"minor"
21219,"David","Physics",65,"major"
21220,"Chris","Mathematics",65,"minor"
21221,"Carlos","Arts",100,"minor"
21222,"Amit","History",44,"major"
21223,"Mary","Physics",65,"minor"
21224,"Subir","Physics",98,"major"
21225,"David","Biology",100,"major"
21226,"John","Arts",100,"major"
21227,"John","History",100,"minor"
21228,"Carlos","Mathematics",98,"minor"
21229,"David","Mathematics",98,"minor"
21230,"John","History",44,"minor"
21231,"Mary","Mathematics",44,"major"
21232,"David","Biology",44,"major"
21233,"Subir","Biology",100,"minor"
21234,"Amit","Mathematics",98,"minor"
21235,"John","Physics",65,"major"
21236,"David","History",98,"minor"
21237,"John","Physics",65,"minor"
21238,"David","Biology",98,"major"
21239,"Chris","History",65,"major"
21240,"David","Physics",65,"minor"
21241,"Chris","Mathematics",98,"minor"
21242,"Subir","Mathematics",98,"major"
21243,"Chris","Mathematics",65,"major"
21244,"Chris","Biology",98,"minor"
21245,"David","History",65,"major"
21246,"Amit","Biology",44,"major"
21247,"Mary","Physics",100,"major"
21248,"David","Mathematics",100,"major"
21249,"John","Arts",44,"major"
21250,"David","Mathematics",44,"major"
21251,"Mary","Mathematics",65,"major"
21252,"John","History",100,"minor"
21253,"Subir","Mathematics",44,"minor"
21254,"Carlos","Physics",65,"major"
21255,"Chris","Mathematics",65,"minor"
21256,"John","Mathematics",98,"major"
21257,"Subir","Biology",44,"major"
21258,"Carlos","Physics",100,"minor"
21259,"Carlos","Biology",100,"minor"
21260,"Chris","Mathematics",98,"minor"
21261,"Amit","History",65,"major"
21262,"Mary","Physics",65,"minor"
21263,"Carlos","Physics",65,"major"
21264,"John","Arts",44,"minor"
21265,"Mary","Mathematics",44,"minor"
21266,"John","Mathematics",98,"minor"
21267,"Amit","Arts",44,"minor"
21268,"Mary","Arts",65,"major"
21269,"Amit","Arts",100,"major"
21270,"Mary","Physics",100,"minor"
21271,"John","Physics",98,"major"
21272,"Carlos","Mathematics",44,"major"
21273,"Amit","Arts",98,"major"
21274,"Carlos","Arts",98,"major"
21275,"Subir","Physics",100,"minor"
21276,"Amit","Mathematics",44,"major"
21277,"Carlos","Biology",44,"major"
21278,"John","History",100,"minor"
21279,"David","Mathematics",44,"major"
21280,"Mary","Arts",100,"major"
21281,"Chris","Mathematics",100,"major"
21282,"Amit","Physics",65,"major"
21283,"Chris","Biology",98,"minor"
21284,"David","Physics",100,"minor"
21285,"David","Physics",44,"major"
21286,"Amit","Physics",44,"major"
21287,"David","Arts",44,"minor"
21288,"Chris","Biology",100,"minor"
21289,"Carlos","Arts",100,"minor"
21290,"John","Arts",44,"minor"
21291,"Mary","Arts",100,"major"
21292,"Chris","Biology",100,"minor"
21293,"David","Mathematics",100,"major"
21294,"Mary","Biology",98,"minor"
21295,"Amit","Physics",65,"major"
21296,"Amit","History",98,"minor"
21297,"Amit","Biology",100,"major"
21298,"Chris","History",65,"major"
21299,"Amit","Arts",65,"major"
21300,"Carlos","History",65,"minor"
21301,"John","Mathematics",65,"minor"
21302,"Chris","Mathematics",100,"minor"
21303,"John","Mathematics",65,"minor"
21304,"John","Biology",98,"major"
21305,"Subir","History",98,"minor"
21306,"Chris","Mathematics",44,"major"
21307,"Amit","Mathematics",100,"major"
21308,"Chris","History",100,"minor"
21309,"Subir","Arts",98,"minor"
21310,"Chris","Biology",98,"minor"
21311,"Carlos","Physics",44,"minor"
21312,"Subir","Arts",44,"major"
21313,"Amit","History",44,"major"
21314,"John","Biology",44,"minor"
21315,"David","Arts",65,"minor"
21316,"Mary","Mathematics",98,"minor"
21317,"David","Mathematics",44,"minor"
21318,"David","Arts",100,"minor"
21319,"Mary","Arts",44,"minor"
21320,"David","Arts",100,"minor"
21321,"Carlos","Mathematics",44,"major"
21322,"Amit","History",44,"minor"
21323,"David","Biology",44,"major"
21324,"Subir","Mathematics",44,"minor"
21325,"Chris","Physics",44,"major"
21326,"Chris","Arts",98,"major"
21327,"David","Physics",100,"major"
21328,"Amit","Physics",65,"minor"
21329,"Carlos","Physics",44,"major"
