id,name,subject,grade,marks,spec
18929,Mary,Biology,B,65,major
18930,Chris,History,C,44,minor
18931,Carlos,Mathematics,A,98,minor
18932,Mary,Mathematics,A,98,minor
18933,John,Arts,A,98,major
18934,Mary,Physics,A+,100,major
18935,Subir,Arts,A,98,minor
18936,John,Mathematics,C,44,minor
18937,Carlos,Biology,A+,100,major
18938,Mary,History,A,98,minor
18939,Chris,Mathematics,B,65,major
18940,John,Biology,B,65,major
18941,David,Physics,A,98,minor
18942,Subir,Arts,A+,100,major
18943,Mary,Mathematics,A,98,minor
18944,Subir,Biology,C,44,major
18945,Mary,Arts,B,65,minor
18946,Subir,Arts,B,65,major
18947,Subir,Arts,C,44,major
18948,Mary,Arts,C,44,minor
18949,Amit,Arts,C,44,major
18950,Subir,Arts,A+,100,major
18951,Subir,Biology,C,44,minor
18952,John,Mathematics,C,44,minor
18953,Subir,Physics,A+,100,major
18954,Chris,Mathematics,B,65,major
18955,David,Mathematics,B,65,major
18956,Mary,Mathematics,A+,100,major
18957,John,Arts,A,98,major
18958,David,Physics,A+,100,minor
18959,David,Mathematics,B,65,major
18960,David,Biology,C,44,major
18961,David,Physics,C,44,major
18962,Chris,Mathematics,A,98,major
18963,David,Biology,B,65,minor
18964,Chris,Physics,A+,100,major
18965,Amit,Biology,C,44,major
18966,Amit,History,A,98,minor
18967,Carlos,History,C,44,major
18968,Mary,Arts,A,98,major
18969,John,Mathematics,C,44,minor
18970,Subir,Arts,A,98,minor
18971,David,Arts,B,65,major
18972,Carlos,Mathematics,B,65,minor
18973,David,History,A,98,major
18974,Mary,Arts,A+,100,minor
18975,Mary,Mathematics,C,44,minor
18976,Subir,Arts,C,44,major
18977,Chris,History,A,98,minor
18978,David,Mathematics,A+,100,major
18979,David,Biology,A+,100,major
18980,David,Mathematics,A,98,major
18981,Mary,Mathematics,B,65,minor
18982,John,Arts,A+,100,major
18983,Mary,Mathematics,A+,100,major
18984,Mary,Physics,C,44,major
18985,John,Arts,A+,100,minor
18986,John,Arts,B,65,minor
18987,Carlos,Arts,A,98,minor
18988,David,History,A+,100,minor
18989,John,Biology,B,65,major
18990,Carlos,Biology,A,98,major
18991,David,Mathematics,C,44,major
18992,Subir,Arts,B,65,minor
18993,Chris,Arts,A,98,major
18994,Carlos,Mathematics,B,65,major
18995,Chris,Mathematics,A,98,minor
18996,John,Physics,C,44,major
18997,Carlos,Biology,B,65,major
18998,Subir,History,A+,100,minor
18999,Subir,Physics,B,65,major
19000,Subir,History,B,65,major
19001,Carlos,Biology,B,65,minor
19002,Amit,Arts,B,65,major
19003,Carlos,Mathematics,B,65,minor
19004,Amit,History,A,98,major
19005,Mary,Biology,C,44,minor
19006,John,Mathematics,C,44,major
19007,Amit,Arts,A+,100,minor
19008,Amit,Physics,B,65,major
19009,Amit,Arts,A,98,major
19010,David,History,A+,100,minor
19011,Mary,History,C,44,major
19012,Carlos,Arts,A,98,minor
19013,John,Biology,C,44,minor
19014,Subir,Biology,C,44,major
19015,Carlos,Mathematics,B,65,minor
19016,Amit,Arts,C,44,major
19017,David,Physics,B,65,major
19018,Chris,Arts,A,98,major
19019,Carlos,Arts,C,44,major
19020,Chris,Biology,C,44,minor
19021,Chris,History,A,98,minor
19022,Chris,Biology,A,98,major
19023,Mary,Biology,C,44,minor
19024,Amit,History,B,65,major
19025,Subir,History,C,44,minor
19026,Mary,History,A+,100,minor
19027,Chris,Physics,C,44,major
19028,Chris,Arts,C,44,major
19029,Carlos,Biology,A+,100,minor
19030,Amit,Biology,A+,100,minor
19031,Mary,Mathematics,C,44,major
19032,Carlos,Mathematics,B,65,minor
19033,Chris,Physics,A+,100,major
19034,John,Mathematics,A,98,minor
19035,Chris,Arts,B,65,minor
19036,John,Physics,B,65,major
19037,Subir,Arts,B,65,minor
19038,Amit,Mathematics,A+,100,minor
19039,Amit,History,C,44,minor
19040,David,Arts,A,98,major
19041,David,Mathematics,A,98,major
19042,David,Physics,C,44,major
19043,Mary,Physics,B,65,major
19044,Mary,Biology,A,98,minor
19045,Amit,Arts,B,65,major
19046,Subir,History,A,98,major
19047,Subir,Physics,B,65,minor
19048,Subir,History,A,98,major
19049,Carlos,Arts,A+,100,major
19050,David,Mathematics,B,65,major
19051,Mary,History,A+,100,minor
19052,Mary,History,A+,100,major
19053,Carlos,Biology,B,65,major
19054,John,Physics,B,65,minor
19055,Subir,Biology,B,65,major
19056,John,History,B,65,major
19057,Carlos,Physics,A,98,major
19058,David,Arts,C,44,minor
19059,Mary,Arts,B,65,major
19060,Amit,History,A,98,minor
19061,Subir,Biology,A+,100,major
19062,David,Biology,A+,100,minor
19063,John,Physics,B,65,minor
19064,David,Biology,B,65,minor
19065,Carlos,Physics,A,98,major
19066,Subir,Physics,A,98,minor
19067,Chris,Mathematics,A,98,minor
19068,David,Physics,C,44,major
19069,Amit,Arts,A+,100,major
19070,Chris,History,B,65,minor
19071,David,Arts,C,44,major
19072,David,Arts,B,65,major
19073,John,History,C,44,major
19074,Amit,Arts,B,65,major
19075,Carlos,Physics,A+,100,major
19076,Subir,Physics,C,44,minor
19077,Chris,Physics,A+,100,major
19078,Chris,Biology,C,44,major
19079,John,Arts,A,98,minor
19080,John,Mathematics,A,98,major
19081,Mary,Mathematics,B,65,major
19082,Amit,Biology,B,65,minor
19083,Mary,Mathematics,A,98,minor
19084,Carlos,Physics,C,44,major
19085,Subir,Mathematics,A+,100,major
19086,John,Physics,A+,100,minor
19087,Chris,History,B,65,major
19088,Carlos,Arts,B,65,minor
19089,Mary,Physics,A,98,minor
19090,John,History,B,65,major
19091,Mary,Physics,A,98,minor
19092,John,Arts,A+,100,minor
19093,Chris,History,A,98,major
19094,Carlos,Biology,C,44,minor
19095,Mary,History,C,44,major
19096,David,Biology,C,44,major
19097,David,Arts,B,65,major
19098,Mary,Physics,B,65,minor
19099,Carlos,Physics,C,44,major
19100,David,Mathematics,C,44,major
19101,Mary,Biology,C,44,minor
19102,David,Biology,B,65,minor
19103,Subir,Arts,A+,100,major
19104,David,Biology,B,65,minor
19105,Chris,Biology,B,65,minor
19106,Carlos,History,C,44,minor
19107,John,Physics,B,65,major
19108,Carlos,History,A+,100,major
19109,Subir,Biology,A+,100,major
19110,Amit,Biology,B,65,minor
19111,Mary,Mathematics,B,65,major
19112,John,Mathematics,A,98,major
19113,Amit,History,C,44,major
19114,Amit,History,B,65,minor
19115,John,Physics,B,65,major
19116,Chris,Mathematics,A+,100,minor
19117,Amit,Arts,A,98,major
19118,Amit,Mathematics,A+,100,minor
19119,Amit,History,A+,100,minor
19120,Amit,Mathematics,A,98,minor
19121,Subir,Mathematics,A,98,major
19122,Subir,Arts,A+,100,minor
19123,John,Physics,A+,100,major
19124,Chris,Physics,A,98,minor
19125,John,History,C,44,minor
19126,John,Mathematics,A+,100,minor
19127,Mary,History,C,44,major
19128,Subir,Physics,A+,100,major
19129,Chris,History,B,65,minor
19130,Amit,Physics,C,44,major
19131,Mary,History,B,65,major
19132,Carlos,History,C,44,major
19133,John,Arts,B,65,major
19134,Chris,Mathematics,A,98,minor
19135,Subir,History,A+,100,major
19136,David,Arts,A,98,major
19137,Chris,Arts,C,44,major
19138,Mary,Biology,B,65,major
19139,Subir,Biology,A,98,minor
19140,Chris,History,A,98,major
19141,Amit,Arts,B,65,minor
19142,Subir,Mathematics,A,98,major
19143,Carlos,Mathematics,A,98,major
19144,John,Biology,B,65,minor
19145,David,History,A+,100,major
19146,Amit,Physics,A+,100,major
19147,David,Mathematics,A,98,minor
19148,Chris,Biology,C,44,major
19149,Chris,Mathematics,A,98,major
19150,Chris,History,C,44,major
19151,Carlos,History,A+,100,major
19152,Amit,Mathematics,A+,100,major
19153,David,History,A,98,major
19154,John,Biology,A,98,major
19155,Mary,Arts,A+,100,minor
19156,David,History,A+,100,major
19157,Mary,Arts,C,44,minor
19158,Chris,Biology,A,98,minor
19159,Amit,Physics,C,44,minor
19160,Amit,Arts,A,98,major
19161,Mary,Physics,A+,100,minor
19162,David,Mathematics,A,98,minor
19163,Amit,History,A+,100,major
19164,David,Mathematics,B,65,major
19165,David,Biology,C,44,minor
19166,Amit,History,B,65,minor
19167,David,Mathematics,C,44,minor
19168,John,Arts,B,65,minor
19169,David,Arts,C,44,minor
19170,David,History,C,44,major
19171,Chris,Arts,B,65,major
19172,Amit,Physics,C,44,major
19173,Carlos,Biology,C,44,major
19174,Chris,Mathematics,B,65,minor
19175,Carlos,History,C,44,minor
19176,Chris,Biology,B,65,minor
19177,Subir,Arts,C,44,minor
19178,Amit,Physics,A+,100,minor
19179,Amit,History,A+,100,minor
19180,David,Mathematics,A+,100,major
19181,Amit,Physics,C,44,minor
19182,John,Arts,B,65,minor
19183,Carlos,Physics,A,98,major
19184,Subir,Biology,A,98,major
19185,Amit,History,A,98,major
19186,Chris,Physics,B,65,major
19187,Mary,History,A+,100,major
19188,Chris,Biology,C,44,minor
19189,David,Physics,A+,100,minor
19190,Chris,Physics,C,44,major
19191,Mary,History,C,44,minor
19192,Amit,History,B,65,major
19193,Mary,Biology,B,65,major
19194,Chris,Arts,A+,100,major
19195,David,Mathematics,A+,100,minor
19196,Amit,Arts,A,98,minor
19197,Chris,Biology,B,65,major
19198,Carlos,Mathematics,A+,100,major
19199,Subir,Mathematics,A,98,major
19200,Mary,Physics,C,44,minor
19201,Chris,Physics,B,65,minor
19202,Amit,Arts,A,98,major
19203,Chris,History,C,44,minor
19204,Carlos,Physics,B,65,major
19205,Mary,Biology,C,44,major
19206,Subir,Mathematics,A,98,minor
19207,Subir,Physics,C,44,minor
19208,Amit,Biology,A+,100,major
19209,Chris,Physics,B,65,minor
19210,Chris,History,C,44,minor
19211,Amit,Biology,A+,100,major
19212,Amit,Biology,A,98,minor
19213,Amit,Mathematics,A+,100,major
19214,David,History,C,44,major
19215,Carlos,Physics,C,44,minor
19216,David,Arts,A,98,minor
19217,David,History,C,44,major
19218,Chris,Mathematics,A,98,major
19219,Mary,History,A,98,minor
19220,David,Mathematics,C,44,minor
19221,Subir,Mathematics,A+,100,minor
19222,Subir,Arts,A+,100,major
19223,Amit,Mathematics,A,98,major
19224,Mary,Biology,A,98,major
19225,Carlos,Physics,B,65,minor
19226,Chris,Arts,B,65,minor
19227,Carlos,History,C,44,major
19228,John,History,A+,100,major
19229,Mary,Biology,C,44,major
19230,Subir,Arts,C,44,minor
19231,Carlos,Physics,A,98,major
19232,John,Biology,A,98,minor
19233,Subir,Physics,B,65,major
19234,Chris,Arts,C,44,minor
19235,Carlos,Physics,C,44,minor
19236,Subir,History,A,98,major
19237,Carlos,Biology,B,65,major
19238,Subir,Arts,C,44,minor
19239,John,Mathematics,A+,100,major
19240,Amit,Biology,C,44,major
19241,Subir,Mathematics,C,44,minor
19242,Subir,Physics,C,44,major
19243,Amit,Physics,A,98,minor
19244,Amit,Biology,A+,100,minor
19245,Subir,Biology,A+,100,major
19246,Amit,Arts,A,98,major
19247,David,Biology,A,98,minor
19248,John,Arts,A,98,minor
19249,David,Biology,B,65,major
19250,Subir,Arts,C,44,minor
19251,Amit,Mathematics,B,65,major
19252,Subir,History,A+,100,major
19253,Carlos,Biology,C,44,minor
19254,David,History,A+,100,major
19255,Carlos,Mathematics,A,98,minor
19256,Amit,Biology,A+,100,minor
19257,Subir,Biology,B,65,major
19258,Amit,Arts,A,98,minor
19259,Mary,Arts,B,65,minor
19260,David,History,B,65,major
19261,Amit,Physics,C,44,minor
19262,Mary,Biology,B,65,major
19263,David,Mathematics,A+,100,major
19264,David,Physics,A,98,minor
19265,David,History,A,98,major
19266,Carlos,Physics,C,44,minor
19267,Subir,Mathematics,B,65,minor
19268,Chris,History,A+,100,major
19269,David,Physics,A+,100,major
19270,John,Physics,A+,100,major
19271,Carlos,Biology,C,44,minor
19272,David,Physics,A+,100,minor
19273,Mary,History,C,44,minor
19274,Mary,Physics,A+,100,minor
19275,John,History,A+,100,major
19276,David,Arts,A+,100,major
19277,Carlos,Mathematics,B,65,minor
19278,Amit,Mathematics,B,65,minor
19279,John,Physics,A+,100,major
19280,John,History,C,44,major
19281,Mary,Physics,A,98,major
19282,John,History,B,65,major
19283,Amit,Mathematics,A+,100,major
19284,Subir,History,B,65,major
19285,David,Biology,A,98,minor
19286,David,Physics,A+,100,minor
19287,Subir,Mathematics,C,44,major
19288,Amit,Mathematics,A+,100,minor
19289,Chris,Physics,A,98,minor
19290,Amit,Physics,C,44,major
19291,Carlos,Mathematics,B,65,minor
19292,John,Arts,B,65,minor
19293,Chris,Mathematics,B,65,minor
19294,Chris,History,A+,100,major
19295,David,Physics,B,65,major
19296,Subir,Mathematics,B,65,minor
19297,Chris,Arts,A+,100,major
19298,Carlos,History,A,98,minor
19299,Chris,Mathematics,C,44,minor
19300,Chris,Mathematics,C,44,minor
19301,Chris,History,C,44,major
19302,Carlos,Biology,A,98,major
19303,Chris,History,C,44,major
19304,Mary,Arts,B,65,major
19305,Mary,Biology,B,65,minor
19306,John,History,A,98,major
19307,Subir,Mathematics,A+,100,major
19308,Chris,Mathematics,A,98,minor
19309,Amit,History,A,98,major
19310,Carlos,Biology,A,98,minor
19311,Carlos,Physics,A+,100,minor
19312,John,Arts,A+,100,major
19313,Subir,Mathematics,B,65,minor
19314,Mary,Mathematics,A+,100,minor
19315,John,History,A,98,major
19316,Chris,Biology,B,65,major
19317,Carlos,Arts,A,98,minor
19318,David,Biology,A,98,major
19319,Subir,Arts,C,44,major
19320,Carlos,History,C,44,minor
19321,Carlos,History,C,44,minor
19322,John,Arts,C,44,minor
19323,Carlos,History,A,98,major
19324,Subir,Arts,C,44,minor
19325,Subir,History,C,44,major
19326,Subir,Mathematics,B,65,major
19327,Amit,Mathematics,A,98,major
19328,Carlos,Biology,C,44,major
19329,Amit,Arts,B,65,major
19330,Mary,Mathematics,A,98,minor
19331,Amit,History,A,98,major
19332,Subir,Physics,C,44,major
19333,Carlos,Mathematics,C,44,minor
19334,Carlos,Mathematics,C,44,major
19335,Amit,Physics,A+,100,minor
19336,Amit,Mathematics,C,44,major
19337,John,History,A+,100,minor
19338,Subir,Mathematics,B,65,minor
19339,Carlos,Physics,A,98,minor
19340,Amit,Mathematics,B,65,minor
19341,John,History,C,44,minor
19342,Carlos,Physics,A,98,major
19343,John,Mathematics,A+,100,minor
19344,Amit,Arts,A,98,minor
19345,Carlos,Biology,B,65,major
19346,Carlos,Arts,C,44,major
19347,Chris,Arts,C,44,minor
19348,Mary,History,C,44,minor
19349,Mary,Biology,A,98,major
19350,Subir,History,C,44,minor
19351,Carlos,Biology,C,44,major
19352,Subir,Mathematics,A+,100,minor
19353,Carlos,Biology,B,65,minor
19354,John,Arts,A,98,major
19355,Subir,Physics,A+,100,minor
19356,Carlos,Mathematics,A,98,minor
19357,Carlos,Mathematics,A+,100,major
19358,Carlos,Arts,A+,100,minor
19359,Carlos,Physics,A,98,minor
19360,Amit,Mathematics,C,44,major
19361,Chris,Biology,C,44,minor
19362,John,Biology,A+,100,minor
19363,Amit,Physics,C,44,major
19364,Chris,Mathematics,A,98,major
19365,John,History,A,98,major
19366,Subir,Physics,B,65,minor
19367,Amit,Physics,B,65,minor
19368,David,History,C,44,minor
19369,Chris,Mathematics,A+,100,major
19370,Carlos,Mathematics,A+,100,minor
19371,Subir,Mathematics,B,65,major
19372,John,Physics,B,65,major
19373,David,Physics,A,98,major
19374,Mary,History,C,44,minor
19375,John,Mathematics,A+,100,minor
19376,David,Biology,C,44,major
19377,Amit,Physics,A+,100,minor
19378,Carlos,Biology,A,98,major
19379,Subir,Physics,B,65,minor
19380,Chris,Arts,A+,100,minor
19381,Chris,Mathematics,A+,100,minor
19382,Chris,Physics,C,44,minor
19383,Subir,History,C,44,minor
19384,Carlos,Mathematics,A,98,major
19385,Carlos,Physics,A+,100,major
19386,John,History,A,98,major
19387,Amit,Mathematics,C,44,minor
19388,Chris,Arts,A+,100,major
19389,Amit,Mathematics,A,98,major
19390,Amit,Biology,A,98,minor
19391,John,Physics,A+,100,major
19392,Chris,Biology,A,98,major
19393,Amit,Physics,A,98,minor
19394,Mary,Mathematics,B,65,major
19395,Subir,History,A+,100,minor
19396,Chris,Physics,A+,100,minor
19397,John,Mathematics,C,44,minor
19398,Carlos,History,A+,100,minor
19399,John,Biology,C,44,minor
19400,Subir,Mathematics,B,65,minor
19401,David,Mathematics,A,98,major
19402,Mary,History,A+,100,major
19403,Subir,Mathematics,A+,100,major
19404,Carlos,Mathematics,B,65,major
19405,John,History,A+,100,minor
19406,Mary,Physics,A,98,minor
19407,Subir,Biology,C,44,minor
19408,Mary,Physics,C,44,major
19409,Subir,Biology,A,98,major
19410,John,Arts,A,98,major
19411,David,Arts,A,98,minor
19412,John,Arts,B,65,major
19413,Chris,Biology,B,65,major
19414,Amit,Physics,A,98,minor
19415,Carlos,Arts,C,44,major
19416,John,History,A,98,minor
19417,Subir,Biology,A+,100,major
19418,Amit,Mathematics,B,65,minor
19419,Mary,Mathematics,C,44,minor
19420,Carlos,Biology,A,98,major
19421,Carlos,Physics,C,44,major
19422,Amit,Biology,A,98,minor
19423,Amit,Biology,C,44,minor
19424,Carlos,History,B,65,minor
19425,Mary,Physics,A+,100,major
19426,David,Biology,B,65,major
19427,David,Arts,A+,100,minor
19428,David,Biology,C,44,major
19429,Subir,Physics,B,65,major
19430,John,Biology,A+,100,major
19431,David,Biology,B,65,minor
19432,Subir,Arts,A+,100,major
19433,David,Physics,A,98,major
19434,Amit,History,C,44,major
19435,Amit,History,B,65,minor
19436,Subir,Arts,C,44,major
19437,Amit,History,C,44,major
19438,Carlos,Biology,A,98,major
19439,Mary,History,B,65,major
19440,David,Arts,A+,100,minor
19441,Mary,Biology,A,98,major
19442,Carlos,History,A,98,minor
19443,David,Biology,C,44,major
19444,John,Arts,B,65,major
19445,Chris,Arts,A,98,major
19446,Mary,Biology,A,98,minor
19447,Amit,Arts,A+,100,major
19448,John,History,C,44,major
19449,Carlos,Physics,A+,100,minor
19450,Amit,Mathematics,C,44,major
19451,Carlos,Mathematics,C,44,minor
19452,Amit,History,C,44,major
19453,Subir,Arts,A+,100,major
19454,Carlos,Physics,B,65,minor
19455,John,Physics,C,44,minor
19456,Carlos,History,B,65,minor
19457,John,Arts,B,65,major
19458,Amit,History,A+,100,major
19459,Subir,Arts,A+,100,major
19460,David,Mathematics,A+,100,major
19461,David,Biology,C,44,major
19462,David,Arts,A+,100,minor
19463,Chris,Biology,C,44,major
19464,Mary,Mathematics,A+,100,major
19465,Amit,Arts,A,98,major
19466,Chris,Arts,A+,100,minor
19467,Subir,History,A+,100,major
19468,David,Mathematics,A,98,major
19469,David,Biology,A+,100,major
19470,John,Arts,C,44,major
19471,Amit,Mathematics,A+,100,minor
19472,Chris,Mathematics,A+,100,major
19473,Chris,Arts,C,44,minor
19474,David,Biology,B,65,major
19475,David,Biology,C,44,major
19476,Subir,Physics,A,98,minor
19477,John,History,A+,100,minor
19478,John,Mathematics,A,98,major
19479,Amit,Physics,A+,100,major
19480,Amit,History,B,65,minor
19481,Chris,Physics,C,44,major
19482,Amit,History,A+,100,major
19483,Amit,Arts,C,44,minor
19484,David,History,A+,100,major
19485,Amit,Mathematics,A+,100,minor
19486,John,Biology,A+,100,major
19487,Carlos,Biology,C,44,major
19488,Subir,Physics,B,65,minor
19489,Chris,Arts,A,98,major
19490,Amit,Physics,A,98,minor
19491,David,Biology,A,98,major
19492,Chris,Physics,C,44,minor
19493,Mary,Physics,C,44,minor
19494,Carlos,Physics,A+,100,major
19495,Chris,Biology,A,98,minor
19496,Mary,Mathematics,B,65,minor
19497,Chris,History,B,65,minor
19498,Chris,Biology,B,65,major
19499,David,Biology,A+,100,minor
19500,Amit,Physics,B,65,major
19501,Subir,History,C,44,minor
19502,Mary,Arts,A,98,minor
19503,John,Biology,B,65,major
19504,John,Arts,B,65,major
19505,Subir,History,B,65,minor
19506,John,Biology,A+,100,minor
19507,Mary,Mathematics,A,98,major
19508,Mary,Biology,A,98,major
19509,John,Biology,C,44,major
19510,David,Physics,B,65,major
19511,Subir,Mathematics,A+,100,minor
19512,John,Physics,C,44,minor
19513,John,Arts,C,44,minor
19514,John,Biology,A,98,major
19515,David,Biology,A,98,minor
19516,Chris,Arts,A+,100,minor
19517,John,Physics,A,98,minor
19518,Chris,Mathematics,B,65,minor
19519,David,Biology,A+,100,major
19520,Chris,History,B,65,minor
19521,Mary,Biology,C,44,major
19522,John,History,A,98,major
19523,Amit,Arts,A,98,minor
19524,Amit,History,A,98,major
19525,Amit,Biology,A,98,minor
19526,Carlos,History,B,65,minor
19527,David,Physics,A+,100,major
19528,Amit,Mathematics,A+,100,minor
19529,Subir,Physics,A+,100,major
19530,Subir,Physics,B,65,minor
19531,Amit,Biology,C,44,major
19532,Carlos,Arts,A,98,major
19533,Chris,Arts,A,98,major
19534,Mary,Biology,C,44,minor
19535,David,History,A,98,major
19536,Chris,Physics,A,98,major
19537,Chris,Mathematics,B,65,major
19538,John,Mathematics,A,98,minor
19539,John,Arts,C,44,major
19540,Subir,Physics,C,44,minor
19541,Subir,Mathematics,A,98,major
19542,Carlos,Mathematics,B,65,major
19543,John,Mathematics,A+,100,minor
19544,Subir,Arts,A,98,major
19545,Chris,Mathematics,C,44,major
19546,Subir,Physics,B,65,major
19547,David,Mathematics,B,65,major
19548,John,Biology,C,44,major
19549,Subir,Physics,C,44,minor
19550,Mary,History,A+,100,minor
19551,John,Physics,C,44,minor
19552,John,Biology,C,44,major
19553,Amit,Physics,B,65,minor
19554,Mary,Arts,C,44,minor
19555,John,Mathematics,C,44,major
19556,Carlos,History,B,65,major
19557,Carlos,Mathematics,B,65,major
19558,Chris,Biology,A,98,major
19559,Carlos,Biology,A+,100,minor
19560,John,Biology,A,98,major
19561,John,History,B,65,major
19562,John,Physics,A,98,major
19563,John,History,C,44,major
19564,Chris,Physics,A+,100,major
19565,Amit,Arts,A+,100,minor
19566,Mary,Physics,A+,100,major
19567,Chris,Physics,A+,100,major
19568,Mary,Mathematics,A+,100,minor
19569,Amit,Mathematics,A,98,minor
19570,Carlos,Biology,C,44,major
19571,Subir,Biology,A,98,minor
19572,John,History,A+,100,major
19573,Mary,History,B,65,minor
19574,Amit,Physics,A,98,minor
19575,David,Physics,B,65,minor
19576,Carlos,Arts,A+,100,major
19577,Mary,History,C,44,major
19578,Chris,History,B,65,major
19579,Amit,Physics,B,65,major
19580,Chris,Mathematics,B,65,minor
19581,David,Biology,B,65,major
19582,Mary,History,B,65,minor
19583,Amit,Physics,A+,100,minor
19584,Chris,Biology,A+,100,major
19585,Amit,Arts,B,65,major
19586,John,Mathematics,C,44,major
19587,John,Physics,C,44,minor
19588,Chris,Mathematics,B,65,major
19589,David,Physics,B,65,minor
19590,Subir,Biology,A,98,minor
19591,David,Mathematics,A+,100,major
19592,John,Physics,A,98,major
19593,Mary,Mathematics,A,98,minor
19594,John,Arts,A,98,minor
19595,Subir,Physics,A+,100,major
19596,Chris,Arts,A,98,major
19597,Carlos,Mathematics,C,44,minor
19598,Carlos,Arts,A,98,minor
19599,Carlos,Arts,A+,100,major
19600,Chris,History,B,65,major
19601,Chris,Biology,A,98,minor
19602,John,Mathematics,B,65,major
19603,Chris,Biology,B,65,major
19604,Mary,Arts,A+,100,major
19605,David,History,B,65,minor
19606,David,Biology,B,65,minor
19607,Mary,Mathematics,C,44,major
19608,Carlos,Physics,A,98,minor
19609,David,Biology,A+,100,major
19610,Subir,Arts,A+,100,minor
19611,Mary,Arts,B,65,major
19612,David,History,C,44,minor
19613,Amit,History,A+,100,major
19614,Chris,Physics,A+,100,minor
19615,Carlos,Mathematics,A+,100,minor
19616,Chris,Physics,C,44,major
19617,Chris,Arts,A+,100,major
19618,John,Biology,B,65,minor
19619,Mary,Biology,A+,100,minor
19620,Carlos,History,A+,100,major
19621,Amit,Physics,A+,100,major
19622,Carlos,Physics,C,44,minor
19623,Subir,Mathematics,C,44,major
19624,Mary,Biology,A+,100,minor
19625,Amit,Physics,B,65,major
19626,Mary,History,A+,100,major
19627,Mary,Biology,A,98,major
19628,Carlos,Arts,C,44,major
19629,Carlos,Biology,C,44,minor
19630,Subir,Arts,C,44,minor
19631,Mary,Biology,C,44,major
19632,John,Biology,A,98,minor
19633,David,Biology,A,98,major
19634,Subir,Biology,B,65,minor
19635,Amit,Biology,A,98,minor
19636,Amit,Biology,A+,100,major
19637,John,Biology,B,65,minor
19638,Chris,Physics,B,65,minor
19639,Subir,History,A+,100,major
19640,David,History,A,98,minor
19641,Carlos,Biology,C,44,major
19642,Subir,Arts,C,44,major
19643,John,Arts,A,98,minor
19644,Carlos,Physics,A,98,major
19645,John,History,A,98,major
19646,Carlos,Arts,A+,100,major
19647,Subir,Mathematics,A,98,minor
19648,Carlos,Mathematics,B,65,minor
19649,Chris,History,A+,100,major
19650,Amit,Arts,A+,100,minor
19651,Mary,Arts,B,65,minor
19652,Amit,Biology,A,98,minor
19653,David,Mathematics,B,65,minor
19654,Mary,History,C,44,major
19655,John,Mathematics,B,65,major
19656,Chris,Arts,A+,100,minor
19657,Carlos,History,B,65,major
19658,Amit,Mathematics,A,98,minor
19659,David,Arts,A,98,major
19660,David,Biology,A+,100,major
19661,John,History,C,44,major
19662,Mary,Arts,B,65,minor
19663,Amit,Arts,A,98,minor
19664,Subir,Biology,A,98,major
19665,Amit,History,C,44,minor
19666,Mary,Mathematics,C,44,minor
19667,Chris,History,A,98,major
19668,Mary,Mathematics,A+,100,major
19669,David,Biology,A,98,minor
19670,Mary,Physics,A,98,major
19671,Chris,Mathematics,A,98,minor
19672,Chris,Physics,A+,100,minor
19673,Mary,Biology,A+,100,major
19674,Amit,Mathematics,A+,100,major
19675,Mary,Biology,A,98,major
19676,John,Mathematics,C,44,major
19677,Chris,Arts,A+,100,major
19678,Chris,Arts,B,65,major
19679,Chris,Mathematics,C,44,major
19680,Carlos,Physics,A+,100,minor
19681,Mary,Biology,A,98,minor
19682,David,Mathematics,C,44,minor
19683,Carlos,Arts,A+,100,minor
19684,John,Physics,B,65,minor
19685,Amit,Biology,A,98,minor
19686,Carlos,History,A+,100,major
19687,David,Biology,A,98,minor
19688,Subir,History,A,98,minor
19689,Amit,Physics,C,44,minor
19690,Carlos,Biology,A,98,major
19691,John,Physics,B,65,major
19692,David,Biology,A+,100,major
19693,Amit,Arts,A,98,minor
19694,Subir,Physics,B,65,major
19695,David,Physics,C,44,major
19696,Chris,Biology,B,65,major
19697,Carlos,Arts,A+,100,minor
19698,Chris,History,A,98,major
19699,Chris,Biology,B,65,major
19700,Mary,Physics,A+,100,minor
19701,Chris,History,A,98,major
19702,David,History,B,65,major
19703,Carlos,Physics,A+,100,major
19704,Subir,Mathematics,A,98,major
19705,Amit,Biology,A,98,minor
19706,Chris,History,C,44,minor
19707,Mary,History,A+,100,minor
19708,David,Mathematics,B,65,minor
19709,Amit,History,A+,100,minor
19710,Amit,Arts,A+,100,minor
19711,Chris,Physics,A+,100,minor
19712,Carlos,History,A,98,minor
19713,Amit,Physics,A+,100,major
19714,John,Biology,A,98,major
19715,Carlos,History,B,65,minor
19716,Amit,Mathematics,A,98,minor
19717,Amit,Physics,A+,100,major
19718,Amit,Mathematics,A+,100,major
19719,Mary,Mathematics,A+,100,minor
19720,Amit,Mathematics,A,98,major
19721,Carlos,Physics,C,44,minor
19722,Mary,Physics,C,44,minor
19723,Subir,Arts,C,44,minor
19724,Subir,Biology,C,44,minor
19725,Amit,Arts,A+,100,minor
19726,Mary,Physics,A+,100,major
19727,Chris,Mathematics,C,44,major
19728,Carlos,History,A+,100,minor
19729,Amit,Biology,C,44,minor
19730,Subir,History,A+,100,major
19731,Amit,Biology,A,98,minor
19732,Carlos,Physics,A+,100,minor
19733,Mary,Biology,B,65,major
19734,Amit,Biology,C,44,major
